3.12049	3.06016	3.23811	3.45052	3.31633	3.51052	3.16076	3.17339	3.30781	3.12581	3.30207	3.13534	3.44433	3.55943	3.15746	3.73812	3.1093	3.78078	3.4793	3.44616	3.42753	3.79396	3.67818	3.63725	3.40188	3.73465	3.82895	3.22192	3.42396	3.28847	3.65034	3.0466	3.18498	3.24972	3.52159	3.06201	3.58518	3.55208	3.5033	3.56799	3.4604	3.75265	3.62847	3.43925	3.23926	3.34756	3.02779	3.58396	3.62448	3.4748	3.50227	3.31393	3.45125	3.29879
3.12734	3.07305	3.24954	3.45701	3.33037	3.5149	3.16834	3.17384	3.31579	3.13854	3.30721	3.14159	3.45041	3.56447	3.16587	3.74155	3.11651	3.78209	3.48557	3.45691	3.4335	3.80374	3.6844	3.64265	3.40705	3.73626	3.83157	3.23252	3.43579	3.2948	3.65639	3.05534	3.19531	3.25786	3.52999	3.07509	3.58753	3.56119	3.5116	3.57435	3.47322	3.76155	3.63831	3.45135	3.24466	3.35432	3.04057	3.59175	3.63635	3.48961	3.51406	3.32316	3.46058	3.3037
3.13422	3.08993	3.28176	3.46511	3.34196	3.51769	3.17918	3.17414	3.32462	3.1547	3.31255	3.14761	3.45851	3.56999	3.17759	3.74347	3.12835	3.78278	3.48613	3.46606	3.43874	3.81352	3.69144	3.64654	3.41187	3.73709	3.83348	3.24261	3.44774	3.30213	3.66121	3.05491	3.20852	3.26743	3.53659	3.0841	3.58996	3.57068	3.51751	3.57863	3.479	3.76946	3.6452	3.46046	3.24935	3.36206	3.04883	3.59691	3.64746	3.49326	3.52007	3.33178	3.46992	3.31064
3.14155	3.10603	3.32049	3.47338	3.35428	3.52077	3.18591	3.1796	3.33315	3.16795	3.31875	3.15346	3.467	3.57846	3.18958	3.74641	3.13998	3.78746	3.49313	3.47477	3.44372	3.82346	3.69824	3.65271	3.41877	3.73918	3.83509	3.25263	3.46088	3.31016	3.66761	3.05872	3.22309	3.27661	3.5435	3.0947	3.5942	3.57833	3.524	3.58628	3.48892	3.77958	3.64858	3.47157	3.25649	3.37156	3.05759	3.60305	3.65626	3.50247	3.53217	3.34102	3.47856	3.31453
3.14898	3.12276	3.3501	3.48212	3.36491	3.52529	3.19318	3.17959	3.34225	3.18053	3.32528	3.1598	3.47394	3.58723	3.19897	3.74932	3.15536	3.79108	3.49714	3.48278	3.44381	3.83292	3.70609	3.66279	3.42592	3.74087	3.83699	3.26275	3.47187	3.31866	3.67436	3.0693	3.23542	3.29023	3.55131	3.10732	3.59884	3.5843	3.53219	3.59498	3.49788	3.79006	3.65075	3.48271	3.26515	3.37998	3.06722	3.60977	3.66247	3.51187	3.53607	3.3527	3.48739	3.31863
3.15829	3.13133	3.36312	3.48957	3.37746	3.52565	3.19992	3.17681	3.34972	3.18884	3.32736	3.1643	3.47719	3.59609	3.19189	3.7494	3.15829	3.79209	3.49646	3.48532	3.44497	3.83667	3.71352	3.66287	3.42958	3.73936	3.83529	3.27172	3.47591	3.31875	3.67779	3.07971	3.23073	3.29342	3.55728	3.11833	3.60143	3.58628	3.53731	3.60022	3.50935	3.79648	3.65848	3.48491	3.26947	3.38736	3.07703	3.61179	3.66334	3.51463	3.53996	3.36385	3.49441	3.32312
3.16241	3.11107	3.37467	3.49581	3.3775	3.52273	3.19571	3.17426	3.3447	3.18874	3.31709	3.16141	3.47049	3.60186	3.17119	3.74533	3.1532	3.78413	3.49046	3.48182	3.43562	3.84637	3.71923	3.66395	3.43057	3.73198	3.82772	3.27851	3.47725	3.32281	3.67848	3.08325	3.21033	3.27212	3.55504	3.11645	3.59628	3.58972	3.53858	3.60364	3.50166	3.78555	3.65551	3.48484	3.25894	3.39171	3.08185	3.61064	3.65676	3.49341	3.53265	3.37381	3.50109	3.32789
3.16699	3.11373	3.3806	3.50271	3.38715	3.52621	3.1965	3.17742	3.34621	3.19615	3.31489	3.16383	3.47322	3.60822	3.17449	3.74762	3.16096	3.78926	3.48282	3.4902	3.43627	3.85684	3.72692	3.67112	3.43751	3.73397	3.83287	3.2813	3.48629	3.3332	3.68651	3.08243	3.2041	3.27384	3.56422	3.12436	3.5978	3.59158	3.54802	3.60806	3.4962	3.79109	3.66173	3.50245	3.26048	3.40163	3.08995	3.61993	3.66723	3.49812	3.53451	3.38321	3.50905	3.33743
3.17009	3.11956	3.3783	3.51072	3.39382	3.52819	3.19748	3.18205	3.34849	3.20492	3.31427	3.16415	3.47531	3.61029	3.18372	3.75023	3.17014	3.79408	3.47	3.49615	3.43841	3.8633	3.73455	3.67432	3.44343	3.73465	3.83247	3.28445	3.49545	3.34078	3.69102	3.08983	3.2119	3.28132	3.57077	3.14512	3.59959	3.59491	3.55251	3.61426	3.49858	3.79638	3.67402	3.5102	3.26139	3.41201	3.09913	3.62079	3.68085	3.50489	3.54309	3.39285	3.51677	3.31934
3.17173	3.1285	3.38094	3.51879	3.3958	3.52893	3.19635	3.18304	3.34831	3.21399	3.31108	3.15933	3.47403	3.61294	3.18754	3.75039	3.17809	3.79438	3.45981	3.49814	3.43624	3.87003	3.74201	3.66391	3.44614	3.73043	3.83417	3.28767	3.50138	3.34642	3.69376	3.08937	3.21702	3.28605	3.57754	3.16019	3.59799	3.5992	3.56079	3.61613	3.50106	3.80091	3.68071	3.5157	3.25766	3.4233	3.10842	3.62975	3.68676	3.50498	3.54863	3.40198	3.52327	3.32223
3.17283	3.13256	3.38819	3.52624	3.39689	3.5293	3.1992	3.18	3.34874	3.22311	3.31014	3.15022	3.47316	3.61555	3.18909	3.7509	3.18253	3.79469	3.45525	3.50193	3.43857	3.87792	3.74887	3.66341	3.45125	3.72774	3.83652	3.29113	3.50881	3.35372	3.69727	3.10276	3.21983	3.29044	3.58334	3.17447	3.59758	3.60462	3.56953	3.61771	3.50537	3.803	3.68397	3.52165	3.25609	3.42746	3.1176	3.63299	3.69723	3.50471	3.55487	3.41137	3.52998	3.3282
3.17494	3.137	3.39159	3.53375	3.39892	3.53113	3.20049	3.17667	3.35091	3.23197	3.30978	3.14754	3.47646	3.61909	3.19275	3.75191	3.18798	3.79734	3.45599	3.50528	3.44375	3.88706	3.75505	3.66909	3.45588	3.72749	3.83676	3.29492	3.51399	3.36036	3.70135	3.10772	3.22212	3.29475	3.59077	3.18424	3.59921	3.61039	3.57713	3.62176	3.50955	3.80367	3.68844	3.52645	3.25947	3.4336	3.12593	3.63404	3.70361	3.49558	3.56016	3.42026	3.53739	3.32774
3.17762	3.14094	3.39274	3.54186	3.39356	3.53354	3.20428	3.17572	3.35518	3.24069	3.31273	3.15169	3.48303	3.62448	3.19494	3.75312	3.19166	3.79936	3.45519	3.50815	3.44848	3.89692	3.76106	3.6671	3.45863	3.72827	3.83811	3.29781	3.51533	3.36745	3.70473	3.11254	3.22612	3.29718	3.59707	3.18712	3.60152	3.61624	3.58464	3.62648	3.51431	3.80036	3.69349	3.52997	3.26213	3.4398	3.1334	3.63786	3.71113	3.48183	3.56647	3.42948	3.54565	3.30354
3.18169	3.141	3.38843	3.55066	3.38998	3.53529	3.20814	3.17223	3.36003	3.24941	3.31702	3.16007	3.48598	3.62984	3.19815	3.75431	3.19521	3.80201	3.45472	3.51075	3.45112	3.90699	3.76727	3.68338	3.46353	3.7297	3.83866	3.3002	3.51654	3.37473	3.70828	3.11787	3.22822	3.30029	3.60255	3.18844	3.60413	3.62307	3.59316	3.63021	3.52025	3.80054	3.69543	3.53357	3.26595	3.44534	3.14193	3.64196	3.71501	3.48477	3.5702	3.43703	3.55334	3.28408
3.18642	3.1503	3.38784	3.55967	3.39304	3.53761	3.21069	3.17376	3.36473	3.25811	3.32086	3.16547	3.49136	3.63498	3.20528	3.757	3.20116	3.80496	3.45645	3.51549	3.45645	3.91583	3.77352	3.68799	3.46788	3.73169	3.84092	3.30274	3.52159	3.38075	3.712	3.12371	3.2329	3.30554	3.60966	3.19506	3.60767	3.62994	3.60142	3.6363	3.52904	3.80242	3.69421	3.53812	3.27195	3.44954	3.15137	3.64691	3.72424	3.48775	3.57061	3.44254	3.56177	3.27581
3.19155	3.15675	3.38946	3.56938	3.39677	3.53928	3.21516	3.17362	3.3685	3.2674	3.32406	3.1705	3.49496	3.64155	3.21119	3.759	3.20711	3.8067	3.45875	3.51915	3.46276	3.92423	3.7799	3.67933	3.47211	3.73246	3.8417	3.30505	3.52664	3.38859	3.71522	3.12802	3.23862	3.31003	3.61551	3.20402	3.61081	3.63715	3.60914	3.64266	3.53391	3.8051	3.69713	3.54195	3.27704	3.45346	3.16042	3.65199	3.72766	3.49183	3.57263	3.44888	3.57052	3.272
