1.812440502	2.197024917	2.852624775	2.121376217	2.374823991	0.932164081	-0.121045318	0.797523921
1.733572662	2.225375239	2.298734878	2.150767441	3.2233622	1.826160896	-0.250269865	-0.66388547
1.763121698	2.127004686	2.324078496	2.067770852	2.563375319	1.919859472	-2.242330533	1.542568195
1.929298957	1.772314006	2.464767708	1.988953377	2.357079982	0.810930216	0.572774598	0.384363444
1.450965792	1.71961084	2.387985398	1.591300073	1.013511617	-0.994252273	-0.784426989	-0.492061177
1.846865421	1.751678367	2.094088151	1.580039003	1.258320747	-0.510825624	0.647589599	-1.162046115
2.307263841	1.698728887	2.096669293	0.944141942	1.657777184	0.636576829	1.913104791	0.346113236
1.276789469	1.755978815	2.373012257	1.737275839	0.962077818	1.425515074	1.432527191	0.983281344
2.530354739	1.539389321	2.067866333	1.327540742	0.562996209	1.439835128	-1.440131386	0.790587125
2.864650959	1.81588905	2.150059495	1.57040434	0.431402835	1.004301609	1.625173698	2.224408587
2.430458712	1.55522194	2.030312219	0.68504405	1.985751035	1.105256831	1.05771939	2.326867388
0.216325154	1.622196648	1.621198868	0.276101627	0.772099397	1.562346305	1.47419159	1.681654372
1.970517356	1.675845165	1.484961457	0.905642052	1.24461106	0.401010758	1.963653613	0.79486588
2.280799086	1.789874129	2.043141808	1.352218535	1.487696648	0.077989319	1.546067763	1.766692728
2.663867659	1.929470945	1.893743799	1.901387281	1.86811214	0.895331881	1.391398229	1.565699636
2.505733928	1.707046741	2.393274751	2.022406587	1.077841822	0.515333964	1.759047965	1.835421777
2.242492786	1.238161003	2.236066651	1.848437116	2.352882055	0.550710883	2.11883759	1.6843954
2.537079919	1.121236474	2.163427005	1.698050078	2.157784372	0.668996431	1.394930521	1.149237352
2.436883544	1.345092855	2.485569655	1.635411236	1.6372489	0.580530816	1.777098286	1.933571429
