1.10031	1.0707	1.35869	1.37879	1.43218	1.53036	1.26027	1.10911	1.41593	1.02268	1.32098	1.17795	1.5406	1.56592	1.28226	1.69022	1.0833	1.7916	1.50865	1.40446	1.4451	1.82974	1.66605	1.70266	1.45337	1.71748	1.84577	1.28489	1.5607	1.15989	1.71688	1.13138	1.17138	1.24422	1.57476	1.18272	1.5933	1.53715	1.47012	1.65987	1.51577	1.87943	1.67033	1.36089	1.26925	1.22497	1.00468	1.6208	1.61721	1.68008	1.52308	1.54597	1.48299	1.28364
1.09625	1.07868	1.36478	1.38599	1.44299	1.52813	1.27	1.12021	1.41442	1.02621	1.31736	1.17064	1.53468	1.56841	1.28339	1.69117	1.10113	1.79052	1.51048	1.39926	1.4414	1.83601	1.67432	1.71124	1.44493	1.71894	1.84816	1.2975	1.58641	1.17574	1.72122	1.14146	1.17189	1.24839	1.57921	1.19084	1.59508	1.5504	1.47479	1.6607	1.51014	1.87913	1.69524	1.34906	1.27114	1.23864	1.03237	1.63117	1.62119	1.67655	1.53064	1.5449	1.50122	1.29502
1.09892	1.10195	1.3736	1.39195	1.44516	1.52492	1.27483	1.12033	1.41742	1.04279	1.31854	1.17356	1.53828	1.58179	1.27922	1.69161	1.12195	1.78721	1.51243	1.40582	1.44258	1.84345	1.6759	1.71738	1.44014	1.71866	1.84523	1.3093	1.58952	1.19093	1.71572	1.1349	1.17362	1.25467	1.5874	1.19093	1.59256	1.55524	1.47605	1.65978	1.50944	1.88007	1.69573	1.3574	1.27206	1.23643	1.02594	1.63335	1.62789	1.67274	1.53387	1.53511	1.51172	1.3028
1.08737	1.10276	1.39081	1.40474	1.45137	1.52307	1.28535	1.11644	1.42024	1.05291	1.31854	1.1784	1.54035	1.59035	1.27451	1.68818	1.14732	1.79023	1.51046	1.40017	1.44105	1.85178	1.67699	1.72818	1.45221	1.71742	1.84428	1.3096	1.6003	1.20555	1.71779	1.13283	1.18212	1.25699	1.58208	1.20306	1.59112	1.56392	1.46277	1.66661	1.51842	1.88428	1.70674	1.3592	1.27507	1.23498	1.03704	1.63566	1.64056	1.66967	1.54224	1.53838	1.51764	1.3108
1.08828	1.12171	1.35787	1.40716	1.44795	1.51856	1.28592	1.1885	1.42863	1.07182	1.32537	1.18502	1.54153	1.59776	1.29356	1.68573	1.15293	1.7842	1.51166	1.40519	1.43782	1.86174	1.68799	1.73062	1.45337	1.71543	1.84636	1.31508	1.61906	1.20895	1.72449	1.15714	1.18695	1.26596	1.59475	1.23587	1.58884	1.57488	1.47109	1.66457	1.51688	1.88397	1.6922	1.30185	1.27499	1.23899	1.06275	1.63576	1.65155	1.66746	1.55406	1.53818	1.52024	1.30858
1.1024	1.1339	1.37772	1.42145	1.45335	1.5196	1.30326	1.19899	1.42467	1.08722	1.31828	1.19092	1.53414	1.6041	1.28463	1.68461	1.12428	1.78408	1.50847	1.40586	1.4349	1.87584	1.70151	1.73602	1.46368	1.71084	1.84174	1.31084	1.625	1.21425	1.7275	1.17606	1.18015	1.2645	1.60765	1.23551	1.58898	1.57492	1.48265	1.6647	1.50901	1.88759	1.70574	1.38003	1.28361	1.23733	1.04853	1.63565	1.65113	1.66309	1.57349	1.54206	1.53564	1.3168
1.10243	1.10188	1.36357	1.43212	1.44927	1.5136	1.30671	1.1794	1.40179	1.11044	1.30962	1.18351	1.52349	1.60928	1.26047	1.67922	1.14904	1.77376	1.50274	1.40018	1.41867	1.88927	1.7105	1.73895	1.45607	1.69658	1.82954	1.31405	1.61341	1.23879	1.72771	1.16015	1.1684	1.24057	1.60418	1.24655	1.58538	1.57462	1.48039	1.65719	1.48701	1.87619	1.71698	1.43739	1.26678	1.24729	1.02627	1.64321	1.64815	1.63947	1.58197	1.52284	1.54689	1.32918
1.10881	1.09742	1.35833	1.44639	1.45303	1.5272	1.31021	1.18491	1.40609	1.12015	1.30321	1.17672	1.52809	1.60659	1.28901	1.67953	1.15051	1.78014	1.49054	1.39542	1.42314	1.8877	1.70508	1.74321	1.46467	1.6977	1.83725	1.30962	1.63339	1.23682	1.74176	1.15195	1.18283	1.2501	1.61644	1.25349	1.59318	1.57662	1.49212	1.66507	1.48338	1.88389	1.73006	1.43661	1.26717	1.24808	1.03102	1.64996	1.65725	1.66015	1.57615	1.51905	1.56047	1.3229
1.12591	1.11755	1.3696	1.4537	1.45504	1.51351	1.32534	1.2068	1.42073	1.12508	1.30074	1.17174	1.52237	1.61554	1.2925	1.67127	1.18107	1.77538	1.48399	1.40504	1.41666	1.8966	1.74995	1.74673	1.46505	1.69518	1.83929	1.31253	1.63873	1.24991	1.7468	1.17577	1.16938	1.2531	1.61749	1.3115	1.58653	1.57698	1.49299	1.66526	1.49203	1.89088	1.72514	1.40925	1.26496	1.26537	1.02051	1.64816	1.66685	1.65192	1.57977	1.53045	1.56878	1.29978
1.11728	1.13678	1.37755	1.46183	1.45321	1.50689	1.31598	1.20633	1.40766	1.13115	1.28802	1.16238	1.51483	1.61537	1.28528	1.67172	1.18852	1.77658	1.48422	1.40383	1.40729	1.90852	1.75691	1.75158	1.47659	1.68529	1.84342	1.32829	1.63019	1.24029	1.74547	1.21251	1.16507	1.25343	1.61636	1.33754	1.58348	1.57812	1.50139	1.65788	1.48695	1.89569	1.74109	1.38054	1.26217	1.27284	1.04957	1.65641	1.67027	1.65605	1.58809	1.53279	1.55979	1.29286
1.12127	1.13205	1.37778	1.46596	1.45425	1.50934	1.31388	1.17811	1.39162	1.13457	1.28465	1.14242	1.51164	1.61304	1.30112	1.67195	1.17903	1.77953	1.46553	1.40844	1.3998	1.90945	1.72236	1.75318	1.46088	1.6763	1.84503	1.32791	1.64042	1.24853	1.74726	1.20862	1.16534	1.24151	1.62654	1.38878	1.58563	1.57868	1.51091	1.6588	1.46827	1.89176	1.73532	1.43641	1.25635	1.26823	1.07196	1.65784	1.66823	1.64486	1.58369	1.51773	1.56424	1.33374
